job_title,Industry,experience_level,Age,employment_type,work_year, salary_in_usd ,company_location,company_size
Data Product Manager,IT,Senior-level,64,Full-time,2023," $2,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,55,Full-time,2023," $2,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,37,Full-time,2023," $2,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,59,Full-time,2023," $2,20,000.00 ",United States,Medium
Research Scientist,IT,Mid-level,62,Full-time,2023," $2,20,000.00 ",United States,Medium
AI Engineer,IT,Senior-level,58,Full-time,2023," $2,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,22,Full-time,2023," $2,20,000.00 ",United States,Medium
Research Engineer,IT,Mid-level,48,Full-time,2023," $2,20,000.00 ",United States,Medium
ML Engineer,IT,Entry-level,32,Full-time,2023," $2,20,000.00 ",United States,Medium
Data Scientist,IT,Executive-level,55,Full-time,2023," $2,20,000.00 ",United States,Medium
Research Scientist,IT,Executive-level,22,Full-time,2023," $2,20,000.00 ",United States,Medium
Data Science Engineer,IT,Senior-level,58,Full-time,2023," $2,20,000.00 ",United States,Medium
Data Engineer,IT,Entry-level,61,Full-time,2023," $2,20,000.00 ",United States,Medium
Applied Scientist,IT,Senior-level,41,Full-time,2023," $2,20,000.00 ",United States,Medium
Machine Learning Infrastructure Engineer,IT,Senior-level,61,Full-time,2023," $2,20,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,59,Full-time,2023," $2,20,000.00 ",United States,Medium
Research Scientist,IT,Senior-level,60,Full-time,2023," $2,20,000.00 ",United States,Medium
Business Intelligence Engineer,IT,Senior-level,41,Full-time,2023," $2,20,000.00 ",United States,Medium
Machine Learning Scientist,IT,Senior-level,24,Full-time,2023," $2,20,000.00 ",United States,Medium
Applied Scientist,IT,Senior-level,49,Full-time,2023," $2,20,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,57,Full-time,2023," $2,20,000.00 ",United States,Medium
Research Scientist,IT,Mid-level,22,Full-time,2023," $2,20,000.00 ",United States,Medium
Data Scientist,IT,Executive-level,26,Full-time,2023," $2,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,26,Full-time,2023," $2,20,000.00 ",United States,Medium
Research Scientist,IT,Entry-level,37,Full-time,2023," $2,20,000.00 ",United States,Large
Data Engineer,IT,Senior-level,43,Full-time,2023," $2,20,000.00 ",United States,Medium
Machine Learning Scientist,IT,Mid-level,47,Full-time,2023," $2,20,000.00 ",United States,Medium
Computer Vision Engineer,IT,Entry-level,21,Full-time,2023," $2,20,000.00 ",United States,Medium
ML Engineer,IT,Senior-level,57,Full-time,2023," $2,20,000.00 ",United States,Medium
Data Science Manager,IT,Mid-level,22,Full-time,2023," $2,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,63,Full-time,2023," $2,20,000.00 ",Ukraine,Medium
Data Engineer,IT,Mid-level,19,Full-time,2023," $2,20,000.00 ",Canada,Medium
Data Scientist,IT,Senior-level,37,Full-time,2022," $2,20,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,61,Full-time,2022," $2,20,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,55,Full-time,2022," $2,20,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,65,Full-time,2022," $2,20,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,46,Full-time,2022," $2,20,000.00 ",United States,Medium
Principal Data Scientist,IT,Senior-level,32,Full-time,2021," $2,20,000.00 ",United States,Large
Data Engineer,IT,Executive-level,31,Full-time,2024," $2,19,650.00 ",United States,Medium
Data Engineer,IT,Executive-level,36,Full-time,2023," $2,19,650.00 ",United States,Medium
Data Engineer,IT,Senior-level,49,Full-time,2023," $2,19,535.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,18,Full-time,2023," $2,19,300.00 ",United States,Medium
Applied Scientist,IT,Senior-level,35,Full-time,2023," $2,19,100.00 ",United States,Medium
AI Scientist,IT,Senior-level,63,Full-time,2023," $2,19,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,44,Full-time,2023," $2,19,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,55,Full-time,2023," $2,19,000.00 ",United States,Large
Data Scientist,IT,Senior-level,37,Full-time,2023," $2,19,000.00 ",Canada,Medium
Machine Learning Engineer,IT,Senior-level,48,Full-time,2023," $2,18,755.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,53,Full-time,2023," $2,18,540.00 ",United States,Medium
Data Scientist,IT,Senior-level,52,Full-time,2023," $2,18,500.00 ",United States,Medium
Applied Scientist,IT,Senior-level,36,Full-time,2024," $2,18,213.00 ",United States,Medium
Applied Scientist,IT,Senior-level,33,Full-time,2023," $2,18,213.00 ",United States,Medium
Data Scientist,IT,Senior-level,50,Full-time,2023," $2,18,213.00 ",United States,Medium
Data Scientist,IT,Senior-level,50,Full-time,2024," $2,18,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,42,Full-time,2024," $2,18,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,28,Full-time,2023," $2,18,000.00 ",United States,Medium
Data Science,IT,Executive-level,32,Full-time,2023," $2,18,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,23,Full-time,2023," $2,18,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,52,Full-time,2023," $2,18,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,45,Full-time,2022," $2,18,000.00 ",United States,Medium
Machine Learning Software Engineer,IT,Mid-level,37,Full-time,2023," $2,17,600.00 ",United States,Medium
Director of Data Science,IT,Mid-level,36,Full-time,2023," $2,17,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,45,Full-time,2023," $2,17,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,54,Full-time,2023," $2,16,800.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,22,Full-time,2024," $2,16,700.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,56,Full-time,2024," $2,16,700.00 ",Canada,Medium
Machine Learning Engineer,IT,Senior-level,48,Full-time,2023," $2,16,600.00 ",Canada,Medium
Analytics Engineer,IT,Senior-level,32,Full-time,2023," $2,16,450.00 ",United States,Medium
Data Analyst,IT,Senior-level,30,Full-time,2022," $2,16,200.00 ",United States,Medium
Data Analyst,IT,Mid-level,62,Full-time,2022," $2,16,200.00 ",United States,Medium
Data Scientist,IT,Senior-level,39,Full-time,2023," $2,16,100.00 ",United States,Medium
Data Engineer,IT,Senior-level,32,Full-time,2023," $2,16,027.00 ",United States,Medium
Applied Scientist,IT,Senior-level,56,Full-time,2024," $2,16,000.00 ",United States,Medium
Applied Scientist,IT,Senior-level,32,Full-time,2023," $2,16,000.00 ",United States,Medium
Applied Scientist,IT,Senior-level,47,Full-time,2023," $2,16,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,34,Full-time,2023," $2,16,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,18,Full-time,2022," $2,16,000.00 ",United States,Medium
Machine Learning Scientist,IT,Senior-level,21,Full-time,2022," $2,16,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,21,Full-time,2022," $2,16,000.00 ",United States,Medium
AI Architect,IT,Executive-level,44,Full-time,2023," $2,15,936.00 ",United States,Large
AI Developer,IT,Entry-level,30,Full-time,2023," $2,15,936.00 ",Germany,Large
Data Scientist,IT,Senior-level,62,Full-time,2023," $2,15,625.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,22,Full-time,2023," $2,15,500.00 ",United States,Medium
Data Scientist,IT,Senior-level,49,Full-time,2022," $2,15,300.00 ",United States,Large
Data Scientist,IT,Senior-level,60,Full-time,2022," $2,15,300.00 ",United States,Large
Analytics Engineer,IT,Senior-level,57,Full-time,2023," $2,15,050.00 ",United States,Medium
Data Scientist,IT,Senior-level,26,Full-time,2023," $2,15,050.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,45,Full-time,2024," $2,15,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,24,Full-time,2024," $2,15,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,20,Full-time,2023," $2,15,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,42,Full-time,2023," $2,15,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,26,Full-time,2023," $2,15,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,47,Full-time,2023," $2,15,000.00 ",United States,Medium
Applied Scientist,IT,Senior-level,46,Full-time,2023," $2,15,000.00 ",United States,Medium
Data Architect,IT,Senior-level,57,Full-time,2023," $2,15,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,36,Full-time,2023," $2,15,000.00 ",United States,Medium
Computer Vision Engineer,IT,Senior-level,37,Full-time,2023," $2,15,000.00 ",United States,Medium
Research Scientist,IT,Senior-level,19,Full-time,2023," $2,15,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,52,Full-time,2022," $2,15,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,47,Full-time,2022," $2,15,000.00 ",United States,Large
Data Engineer,IT,Senior-level,43,Full-time,2022," $2,15,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,61,Full-time,2023," $2,14,872.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,44,Full-time,2023," $2,14,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,38,Full-time,2023," $2,14,500.00 ",United States,Medium
Data Scientist,IT,Senior-level,37,Full-time,2023," $2,14,500.00 ",United States,Medium
Data Engineer,IT,Mid-level,36,Full-time,2024," $2,14,300.00 ",United States,Medium
Data Engineer,IT,Mid-level,45,Full-time,2023," $2,14,300.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,33,Full-time,2023," $2,14,200.00 ",United States,Medium
Applied Scientist,IT,Senior-level,22,Full-time,2023," $2,14,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,36,Full-time,2023," $2,14,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,63,Full-time,2023," $2,14,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,44,Full-time,2023," $2,14,000.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Senior-level,37,Full-time,2022," $2,14,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,62,Full-time,2023," $2,13,900.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,47,Full-time,2023," $2,13,800.00 ",United States,Medium
Applied Scientist,IT,Entry-level,42,Full-time,2023," $2,13,660.00 ",United States,Large
Data Scientist,IT,Senior-level,57,Full-time,2023," $2,13,654.00 ",United Kingdom,Medium
Data Architect,IT,Senior-level,55,Full-time,2023," $2,13,600.00 ",United States,Medium
Data Engineer,IT,Senior-level,65,Full-time,2023," $2,13,600.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,38,Full-time,2023," $2,13,600.00 ",United States,Medium
Data Engineer,IT,Senior-level,42,Full-time,2023," $2,13,580.00 ",United States,Medium
Data Scientist,IT,Senior-level,56,Full-time,2023," $2,13,300.00 ",United Kingdom,Medium
Data Analyst,IT,Senior-level,64,Full-time,2023," $2,13,210.00 ",United States,Medium
Data Architect,IT,Senior-level,45,Full-time,2023," $2,13,120.00 ",United States,Medium
Data Architect,IT,Senior-level,56,Full-time,2022," $2,13,120.00 ",United States,Medium
Data Engineer,IT,Senior-level,18,Full-time,2022," $2,13,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,50,Full-time,2024," $2,12,800.00 ",United States,Large
Research Scientist,IT,Mid-level,56,Full-time,2023," $2,12,800.00 ",United States,Large
Applied Scientist,IT,Senior-level,62,Full-time,2023," $2,12,800.00 ",United States,Large
Research Scientist,IT,Senior-level,55,Full-time,2023," $2,12,800.00 ",United States,Large
Data Scientist,IT,Senior-level,46,Full-time,2023," $2,12,800.00 ",United States,Large
Machine Learning Engineer,IT,Senior-level,21,Full-time,2023," $2,12,800.00 ",United States,Large
Data Scientist,IT,Senior-level,60,Full-time,2023," $2,12,800.00 ",United States,Medium
Data Scientist,IT,Senior-level,21,Full-time,2023," $2,12,800.00 ",United States,Large
Machine Learning Engineer,IT,Senior-level,51,Full-time,2023," $2,12,800.00 ",United States,Medium
Applied Scientist,IT,Senior-level,40,Full-time,2022," $2,12,800.00 ",United States,Medium
Data Scientist,IT,Senior-level,61,Full-time,2023," $2,12,780.00 ",United States,Medium
Data Scientist,IT,Senior-level,23,Full-time,2023," $2,12,750.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,59,Full-time,2023," $2,12,500.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,28,Full-time,2023," $2,12,200.00 ",United States,Medium
Data Engineer,IT,Senior-level,35,Full-time,2023," $2,12,175.00 ",United States,Medium
Data Scientist,IT,Senior-level,30,Full-time,2024," $2,12,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,33,Full-time,2024," $2,12,000.00 ",Egypt,Medium
ML Engineer,IT,Senior-level,25,Full-time,2024," $2,12,000.00 ",Germany,Medium
Data Scientist,IT,Mid-level,30,Full-time,2023," $2,12,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,18,Full-time,2023," $2,12,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,65,Full-time,2023," $2,12,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,34,Full-time,2023," $2,12,000.00 ",United States,Medium
Machine Learning Researcher,IT,Senior-level,61,Full-time,2023," $2,12,000.00 ",United States,Medium
AI Engineer,IT,Senior-level,45,Full-time,2023," $2,12,000.00 ",United States,Medium
Data Science Director,IT,Executive-level,65,Full-time,2023," $2,12,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,27,Full-time,2023," $2,12,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,53,Full-time,2023," $2,12,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,38,Full-time,2023," $2,11,949.00 ",United States,Medium
Data Scientist,IT,Senior-level,48,Full-time,2022," $2,11,500.00 ",United States,Medium
Research Engineer,IT,Senior-level,62,Full-time,2023," $2,11,200.00 ",United States,Medium
Data Scientist,IT,Senior-level,30,Full-time,2023," $2,11,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,41,Full-time,2023," $2,11,000.00 ",United States,Medium
Data Science Manager,IT,Senior-level,23,Full-time,2023," $2,11,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,25,Full-time,2023," $2,10,914.00 ",United States,Medium
Data Engineer,IT,Executive-level,62,Full-time,2023," $2,10,600.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,28,Full-time,2023," $2,10,600.00 ",United Kingdom,Medium
Data Scientist,IT,Senior-level,28,Full-time,2023," $2,10,550.00 ",United States,Medium
Data Engineer,IT,Mid-level,55,Full-time,2023," $2,10,500.00 ",United States,Medium
Data Scientist,IT,Mid-level,22,Full-time,2023," $2,10,400.00 ",United States,Medium
Machine Learning Scientist,IT,Senior-level,61,Full-time,2023," $2,10,398.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Senior-level,59,Full-time,2023," $2,10,200.00 ",United States,Medium
Data Architect,IT,Senior-level,55,Full-time,2023," $2,10,100.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,24,Full-time,2024," $2,10,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,38,Full-time,2024," $2,10,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,23,Full-time,2024," $2,10,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,62,Full-time,2023," $2,10,000.00 ",United States,Medium
Research Scientist,IT,Mid-level,42,Full-time,2023," $2,10,000.00 ",United States,Medium
Research Analyst,IT,Senior-level,54,Full-time,2023," $2,10,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,49,Full-time,2023," $2,10,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,49,Full-time,2023," $2,10,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,28,Full-time,2023," $2,10,000.00 ",United States,Medium
Research Scientist,IT,Senior-level,54,Full-time,2023," $2,10,000.00 ",United States,Medium
Analytics Engineer,IT,Executive-level,21,Full-time,2023," $2,10,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,52,Full-time,2023," $2,10,000.00 ",United States,Medium
Data Architect,IT,Senior-level,30,Full-time,2023," $2,10,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,62,Full-time,2023," $2,10,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,47,Full-time,2023," $2,10,000.00 ",United States,Medium
Data Architect,IT,Senior-level,45,Full-time,2023," $2,10,000.00 ",United States,Medium
Machine Learning Researcher,IT,Mid-level,44,Full-time,2023," $2,10,000.00 ",United States,Small
Research Engineer,IT,Senior-level,38,Full-time,2023," $2,10,000.00 ",United States,Medium
Research Scientist,IT,Senior-level,46,Full-time,2023," $2,10,000.00 ",United States,Medium
Software Data Engineer,IT,Senior-level,39,Full-time,2023," $2,10,000.00 ",United States,Large
Machine Learning Engineer,IT,Senior-level,38,Full-time,2023," $2,10,000.00 ",United States,Medium
